pdb_id,resolution,year,binding_str,pK,has_protein,has_ligand,has_both
3v78,2.3,2012,Kd=2.9uM,5.54,True,True,True
4agp,1.5,2012,Kd=20.6uM,4.69,True,True,True
4aje,2.35,2012,Kd=210uM,3.68,True,True,True
4aia,1.8,2012,Kd=220uM,3.66,True,True,True
4fl2,2.19,2012,Kd=220uM,3.66,True,True,True
4agl,1.7,2012,Kd=225uM,3.65,True,True,True
2yme,2.4,2012,Kd=22nM,7.66,True,True,True
4gq4,1.27,2012,Kd=22nM,7.66,True,True,True
4avi,2.4,2012,Kd=23.6nM,7.63,True,True,True
3umq,2.2,2012,Kd=24.1uM,4.62,True,True,True
4dbm,2.3,2012,Kd=24nM,7.62,True,True,True
3tk2,1.35,2012,Kd=24uM,4.62,True,True,True
3u90,1.9,2012,Kd=24uM,4.62,True,True,True
4abf,1.3,2012,Kd=24uM,4.62,True,True,True
4ad3,2.0,2012,Kd=24uM,4.62,True,True,True
4fnn,2.24,2012,Kd=27.2nM,7.57,True,True,True
4abg,1.52,2012,Kd=271uM,3.57,True,True,True
4aji,1.93,2012,Kd=280uM,3.55,True,True,True
3uo4,2.45,2012,Kd=299nM,6.52,True,True,True
4b76,2.14,2012,Kd=29uM,4.54,True,True,True
4eo6,1.79,2012,Kd=2nM,8.7,True,True,True
4g0q,1.8,2012,Kd=3.00mM,5.52,True,True,True
3ttm,2.0,2012,Kd=3.0nM,8.52,True,True,True
4f5y,2.4,2012,Kd=3.70uM,5.43,True,True,True
4gzw,2.45,2012,Kd=30.0uM,4.52,True,True,True
4abb,1.25,2012,Kd=31uM,4.51,True,True,True
4emr,1.75,2012,Kd=32.1nM,7.49,True,True,True
4e67,2.1,2012,Kd=330nM,6.48,True,True,True
4epy,1.8,2012,Kd=340uM,3.47,True,True,True
3t2w,1.5,2012,Kd=35nM,7.46,True,True,True
4avj,2.1,2012,Kd=36.5nM,7.44,True,True,True
4axd,2.05,2012,Kd=37uM,4.43,True,True,True
4f7v,1.73,2012,Kd=4.16uM,5.38,True,True,True
3tif,1.8,2012,Kd=4.2uM,5.38,True,True,True
3r7o,2.3,2012,Kd=4.4nM,8.36,True,True,True
2yi7,1.4,2012,Kd=4.8nM,8.32,True,True,True
4g0y,1.65,2012,Kd=4.99mM,5.3,True,True,True
4abe,1.3,2012,Kd=400uM,3.4,True,True,True
3re4,2.0,2012,Kd=40nM,7.4,True,True,True
3up2,2.3,2012,Kd=40nM,7.4,True,True,True
3vha,1.39,2012,Kd=40nM,7.4,True,True,True
4abd,1.25,2012,Kd=40uM,4.4,True,True,True
4ab9,1.2,2012,Kd=466uM,3.33,True,True,True
3uod,2.5,2012,Kd=49nM,7.31,True,True,True
4ahu,1.9,2012,Kd=5.4mM,5.27,True,True,True
3tkw,1.55,2012,Kd=5.4uM,5.27,True,True,True
3ug2,2.5,2012,Kd=5.6nM,8.25,True,True,True
4b1j,2.08,2012,Kd=50.0nM,7.3,True,True,True
3upk,2.0,2012,Kd=50uM,4.3,True,True,True
4i3z,2.05,2012,Kd=51.3uM,4.29,True,True,True
3zsx,1.95,2012,Kd=519uM,3.28,True,True,True
4fl1,1.79,2012,Kd=520uM,3.28,True,True,True
4fm7,1.56,2012,Kd=57nM,7.24,True,True,True
4avh,2.1,2012,Kd=59.5nM,7.23,True,True,True
3zsy,2.2,2012,Kd=595uM,3.23,True,True,True
3upv,1.6,2012,Kd=5uM,5.3,True,True,True
4g0z,1.75,2012,Kd=6.13mM,5.21,True,True,True
4a6s,2.15,2012,Kd=6.3uM,5.2,True,True,True
4ahs,1.75,2012,Kd=6.4mM,5.19,True,True,True
4ahr,1.9,2012,Kd=6.5mM,5.19,True,True,True
4duh,1.5,2012,Kd=6.6uM,5.18,True,True,True
4av5,1.4,2012,Kd=61.0nM,7.21,True,True,True
4ad2,2.1,2012,Kd=625nM,6.2,True,True,True
4g8n,2.3,2012,Kd=63nM,7.2,True,True,True
4gzx,2.45,2012,Kd=645uM,3.19,True,True,True
3tsk,2.0,2012,Kd=67nM,7.17,True,True,True
2ymd,1.96,2012,Kd=693uM,3.16,True,True,True
4aci,1.65,2012,Kd=6mM,5.22,True,True,True
2yi0,1.6,2012,Kd=7.5nM,8.12,True,True,True
3zso,1.75,2012,Kd=7.6uM,5.12,True,True,True
4f1l,1.9,2012,Kd=7.6uM,5.12,True,True,True
4abh,1.25,2012,Kd=71uM,4.15,True,True,True
3v4t,2.5,2012,Kd=77uM,4.11,True,True,True
3udd,1.95,2012,Kd=79nM,7.1,True,True,True
4eo8,1.8,2012,Kd=7nM,8.15,True,True,True
4dcs,2.25,2012,Kd=8.0uM,5.1,True,True,True
3tb6,2.21,2012,Kd=8.4uM,5.08,True,True,True
2yfa,1.8,2012,Kd=8.5uM,5.07,True,True,True
4fxp,1.95,2012,Kd=80.4uM,4.09,True,True,True
4emf,1.77,2012,Kd=83.9nM,7.08,True,True,True
3tz0,2.5,2012,Kd=9.2uM,5.04,True,True,True
3usx,2.28,2012,Kd=9.53uM,5.02,True,True,True
3vje,2.12,2012,Kd=9.7nM,8.01,True,True,True
4agq,1.42,2012,Kd=9.7uM,5.01,True,True,True
4av4,1.9,2012,Kd=94.3nM,7.03,True,True,True
4b8y,1.9,2012,Kd=9nM,8.05,True,True,True
4euo,1.28,2012,Kd=9uM,5.05,True,True,True
4a7i,2.4,2012,Ki=0.002uM,8.7,True,True,True
4djr,1.55,2012,Ki=0.003nM,11.52,True,True,True
4aoi,1.9,2012,Ki=0.004uM,8.4,True,True,True
4ap7,1.8,2012,Ki=0.011uM,7.96,True,True,True
3utu,1.55,2012,Ki=0.012nM,10.92,True,True,True
3uw5,1.71,2012,Ki=0.014uM,7.85,True,True,True
3vd4,2.0,2012,Ki=0.015mM,7.82,True,True,True
4gid,2.0,2012,Ki=0.017nM,10.77,True,True,True
3uw4,1.79,2012,Ki=0.017uM,7.77,True,True,True
4ase,1.83,2012,Ki=0.01nM,11.0,True,True,True
4agc,2.0,2012,Ki=0.020nM,10.7,True,True,True
3t5u,1.75,2012,Ki=0.026uM,7.59,True,True,True
4djp,1.4,2012,Ki=0.028nM,10.55,True,True,True
4e7r,2.25,2012,Ki=0.02uM,7.7,True,True,True
4dq2,2.5,2012,Ki=0.03uM,7.52,True,True,True
4djq,1.4,2012,Ki=0.048nM,10.32,True,True,True
3t0b,2.4,2012,Ki=0.05mM,7.3,True,True,True
4app,2.2,2012,Ki=0.064uM,7.19,True,True,True
3uz5,1.9,2012,Ki=0.06uM,7.22,True,True,True
3vd9,2.05,2012,Ki=0.10mM,7.0,True,True,True
3t09,1.75,2012,Ki=0.16mM,6.8,True,True,True
4djv,1.73,2012,Ki=0.19uM,6.72,True,True,True
3t2q,2.4,2012,Ki=0.22mM,6.66,True,True,True
2yfe,2.0,2012,Ki=0.236uM,6.63,True,True,True
3s54,1.42,2012,Ki=0.23nM,9.64,True,True,True
4b7r,1.9,2012,Ki=0.23nM,9.64,True,True,True
4ax9,1.9,2012,Ki=0.27nM,9.57,True,True,True
3tfn,2.07,2012,Ki=0.27uM,6.57,True,True,True
4fk6,2.2,2012,Ki=0.2nM,9.7,True,True,True
3t64,1.65,2012,Ki=0.2uM,6.7,True,True,True
3t60,2.4,2012,Ki=0.2uM,6.7,True,True,True
3tfp,2.0,2012,Ki=0.34uM,6.47,True,True,True
4ea2,2.05,2012,Ki=0.36uM,6.44,True,True,True
3pwk,1.5,2012,Ki=0.45mM,6.35,True,True,True
3vf5,1.25,2012,Ki=0.46nM,9.34,True,True,True
4a4q,1.8,2012,Ki=0.4nM,9.4,True,True,True
2y8c,2.1,2012,Ki=0.4uM,6.4,True,True,True
4asd,2.03,2012,Ki=0.52nM,9.28,True,True,True
4djw,1.9,2012,Ki=0.53uM,6.28,True,True,True
4dv8,1.63,2012,Ki=0.58nM,9.24,True,True,True
3vh9,1.29,2012,Ki=0.58uM,6.24,True,True,True
3t70,1.8,2012,Ki=0.5uM,6.3,True,True,True
3vfa,1.43,2012,Ki=0.65nM,9.19,True,True,True
4b9k,2.0,2012,Ki=0.67uM,6.17,True,True,True
3su3,1.3,2012,Ki=0.74nM,9.13,True,True,True
3vf7,1.3,2012,Ki=0.80nM,9.1,True,True,True
3sue,2.2,2012,Ki=0.84nM,9.08,True,True,True
3t08,2.0,2012,Ki=0.91mM,6.04,True,True,True
3vfb,1.55,2012,Ki=0.92nM,9.04,True,True,True
4e4n,1.9,2012,Ki=0.9nM,9.05,True,True,True
3u6h,2.0,2012,Ki=1.0nM,9.0,True,True,True
3v5p,2.1,2012,Ki=1.1nM,8.96,True,True,True
4ag8,1.95,2012,Ki=1.1nM,8.96,True,True,True
4de1,1.26,2012,Ki=1.1uM,5.96,True,True,True
4e6d,2.22,2012,Ki=1.2nM,8.92,True,True,True
3zv7,2.26,2012,Ki=1.2uM,5.92,True,True,True
4gqq,1.35,2012,Ki=1.3mM,5.89,True,True,True
4de0,1.12,2012,Ki=1.3uM,5.89,True,True,True
4do5,1.51,2012,Ki=1.48uM,5.83,True,True,True
3qqs,1.97,2012,Ki=1.5uM,5.82,True,True,True
4dld,2.0,2012,Ki=1.5uM,5.82,True,True,True
4e9u,2.1,2012,Ki=1.5uM,5.82,True,True,True
4g8v,1.7,2012,Ki=1.6uM,5.8,True,True,True
4a95,1.55,2012,Ki=1.73uM,5.76,True,True,True
3qdd,1.79,2012,Ki=1.7nM,8.77,True,True,True
4e4l,2.0,2012,Ki=1.7nM,8.77,True,True,True
4ei4,2.22,2012,Ki=1.8nM,8.74,True,True,True
3ts4,1.59,2012,Ki=1.9nM,8.72,True,True,True
3shc,1.9,2012,Ki=1.9uM,5.72,True,True,True
4e3g,1.55,2012,Ki=10.6uM,4.97,True,True,True
4b6o,2.0,2012,Ki=100nM,7.0,True,True,True
4fai,1.65,2012,Ki=101.3nM,6.99,True,True,True
4a6l,2.05,2012,Ki=10nM,8.0,True,True,True
4ehz,2.17,2012,Ki=10nM,8.0,True,True,True
4b7j,2.42,2012,Ki=11.1nM,7.95,True,True,True
3uxk,2.2,2012,Ki=11.7uM,4.93,True,True,True
4hge,2.3,2012,Ki=11.9nM,7.92,True,True,True
4gqr,1.2,2012,Ki=110uM,3.96,True,True,True
3twp,1.83,2012,Ki=119uM,3.92,True,True,True
3uuo,2.11,2012,Ki=11nM,7.96,True,True,True
3veh,2.0,2012,Ki=11uM,4.96,True,True,True
4b5d,2.2,2012,Ki=12.8nM,7.89,True,True,True
4a6c,1.5,2012,Ki=12nM,7.92,True,True,True
3rv8,2.29,2012,Ki=12uM,4.92,True,True,True
3si4,1.27,2012,Ki=132.2uM,3.88,True,True,True
3spf,1.7,2012,Ki=138uM,3.86,True,True,True
4gzp,2.3,2012,Ki=14.3nM,7.84,True,True,True
4b6r,2.0,2012,Ki=1420nM,5.85,True,True,True
3sut,1.9,2012,Ki=14nM,7.85,True,True,True
3r88,1.73,2012,Ki=15uM,4.82,True,True,True
3su0,1.16,2012,Ki=162nM,6.79,True,True,True
4gzt,2.19,2012,Ki=17.0nM,7.77,True,True,True
3tzm,1.7,2012,Ki=17nM,7.77,True,True,True
3tvc,2.43,2012,Ki=18nM,7.74,True,True,True
4f39,1.83,2012,Ki=1980nM,5.7,True,True,True
3u6i,2.1,2012,Ki=1nM,9.0,True,True,True
3uri,2.1,2012,Ki=1nM,9.0,True,True,True
4h3f,1.7,2012,Ki=1nM,9.0,True,True,True
4hf4,2.0,2012,Ki=2.4nM,8.62,True,True,True
3s43,1.26,2012,Ki=2.53nM,8.6,True,True,True
3sxf,2.04,2012,Ki=2.5nM,8.6,True,True,True
3t3u,2.1,2012,Ki=2.5nM,8.6,True,True,True
4efs,1.63,2012,Ki=2.5nM,8.6,True,True,True
3sha,1.52,2012,Ki=2.6uM,5.59,True,True,True
3v7x,1.03,2012,Ki=2.7nM,8.57,True,True,True
3uxl,2.2,2012,Ki=2.7uM,5.57,True,True,True
3uzj,1.69,2012,Ki=2.82uM,5.55,True,True,True
3v51,1.95,2012,Ki=2.8nM,8.55,True,True,True
4f09,2.4,2012,Ki=200nM,6.7,True,True,True
3su1,1.4,2012,Ki=208nM,6.68,True,True,True
4acc,2.21,2012,Ki=20nM,7.7,True,True,True
4fsl,2.5,2012,Ki=20nM,7.7,True,True,True
3suw,1.9,2012,Ki=20uM,4.7,True,True,True
4gkh,1.86,2012,Ki=21.5uM,4.67,True,True,True
3qtv,1.63,2012,Ki=22.5uM,4.65,True,True,True
4e5w,1.86,2012,Ki=22nM,7.66,True,True,True
4g8y,1.8,2012,Ki=25.8uM,4.59,True,True,True
3vhk,2.49,2012,Ki=25uM,4.6,True,True,True
4bc5,1.98,2012,Ki=25uM,4.6,True,True,True
3su5,1.55,2012,Ki=2635nM,5.58,True,True,True
3suf,2.19,2012,Ki=27.8nM,7.56,True,True,True
4fs4,1.74,2012,Ki=270nM,6.57,True,True,True
3rr4,1.68,2012,Ki=28.05uM,4.55,True,True,True
3suv,1.6,2012,Ki=28uM,4.55,True,True,True
3vdb,2.05,2012,Ki=3.03mM,5.52,True,True,True
3s45,1.51,2012,Ki=3.24nM,8.49,True,True,True
4dju,1.8,2012,Ki=3.6uM,5.44,True,True,True
4fev,1.89,2012,Ki=3.8uM,5.42,True,True,True
4g90,1.9,2012,Ki=30.8uM,4.51,True,True,True
3u92,1.9,2012,Ki=32.8nM,7.48,True,True,True
4dhl,2.3,2012,Ki=33uM,4.48,True,True,True
4gki,1.88,2012,Ki=34.4uM,4.46,True,True,True
3qw5,1.6,2012,Ki=358nM,6.45,True,True,True
4dff,2.11,2012,Ki=35nM,7.46,True,True,True
4i8n,2.5,2012,Ki=35uM,4.46,True,True,True
3u81,1.13,2012,Ki=36uM,4.44,True,True,True
4dsy,2.3,2012,Ki=37uM,4.43,True,True,True
4ek9,2.5,2012,Ki=38000nM,4.42,True,True,True
4exs,2.4,2012,Ki=39.0uM,4.41,True,True,True
3s5y,2.1,2012,Ki=39.1nM,7.41,True,True,True
3uxd,1.8,2012,Ki=39.3uM,4.41,True,True,True
3suu,1.6,2012,Ki=3nM,8.52,True,True,True
4en4,2.15,2012,Ki=3uM,5.52,True,True,True
4a6b,1.8,2012,Ki=4.2nM,8.38,True,True,True
3t0d,1.93,2012,Ki=4.3mM,5.37,True,True,True
4e6q,1.95,2012,Ki=4.4nM,8.36,True,True,True
3su2,1.5,2012,Ki=44.8nM,7.35,True,True,True
3s6t,2.3,2012,Ki=45nM,7.35,True,True,True
3u93,1.88,2012,Ki=494nM,6.31,True,True,True
3tt4,1.88,2012,Ki=5.3nM,8.28,True,True,True
4djy,1.86,2012,Ki=5.4nM,8.27,True,True,True
4eoh,2.1,2012,Ki=50uM,4.3,True,True,True
4do4,1.4,2012,Ki=51nM,7.29,True,True,True
4alx,2.3,2012,Ki=52nM,7.28,True,True,True
3qwc,1.75,2012,Ki=55.4uM,4.26,True,True,True
3su4,2.25,2012,Ki=554nM,6.26,True,True,True
4ha5,1.83,2012,Ki=58nM,7.24,True,True,True
4djx,1.5,2012,Ki=59nM,7.23,True,True,True
4afg,2.0,2012,Ki=5nM,8.3,True,True,True
4few,1.98,2012,Ki=6.2uM,5.21,True,True,True
4gg7,2.27,2012,Ki=6.3nM,8.2,True,True,True
3uu1,1.82,2012,Ki=6.3uM,5.2,True,True,True
3sug,1.8,2012,Ki=620nM,6.21,True,True,True
3qx5,1.35,2012,Ki=63.5uM,4.2,True,True,True
3sv2,1.3,2012,Ki=64.0uM,4.19,True,True,True
3si3,1.55,2012,Ki=69.3uM,4.16,True,True,True
3v5t,2.13,2012,Ki=6nM,8.22,True,True,True
4h3g,1.85,2012,Ki=6nM,8.22,True,True,True
3sur,1.9,2012,Ki=70uM,4.15,True,True,True
3sus,1.8,2012,Ki=71uM,4.15,True,True,True
3qto,1.52,2012,Ki=74.8uM,4.13,True,True,True
4b6p,2.3,2012,Ki=74nM,7.13,True,True,True
4de2,1.4,2012,Ki=76.0uM,4.12,True,True,True
4e0x,2.0,2012,Ki=76nM,7.12,True,True,True
3vbd,1.05,2012,Ki=8.6nM,8.07,True,True,True
4b9z,2.0,2012,Ki=81.4uM,4.09,True,True,True
4h3j,1.6,2012,Ki=90nM,7.05,True,True,True
4f9u,1.8,2012,Ki=944nM,6.03,True,True,True
3su6,1.1,2012,Ki=958nM,6.02,True,True,True
4b6s,1.9,2012,Ki=970nM,6.01,True,True,True
4f6w,2.39,2013,Kd=0.03uM,7.52,True,True,True
3zi0,1.9,2013,Kd=0.04uM,7.4,True,True,True
4ly1,1.57,2013,Kd=0.0552uM,7.26,True,True,True
4ggz,1.75,2013,Kd=0.066nM,10.18,True,True,True
4i9h,2.17,2013,Kd=0.068uM,7.17,True,True,True
4ko8,1.98,2013,Kd=0.07uM,7.15,True,True,True
4k9y,2.0,2013,Kd=0.111uM,6.95,True,True,True
4i54,2.5,2013,Kd=0.11uM,6.96,True,True,True
4jyb,2.1,2013,Kd=0.11uM,6.96,True,True,True
4loh,2.25,2013,Kd=0.11uM,6.96,True,True,True
4g4p,1.5,2013,Kd=0.13uM,6.89,True,True,True
4loi,1.89,2013,Kd=0.17uM,6.77,True,True,True
4lxz,1.85,2013,Kd=0.182uM,6.74,True,True,True
4lhv,1.95,2013,Kd=0.1nM,10.0,True,True,True
4jyc,2.2,2013,Kd=0.20uM,6.7,True,True,True
3zhx,2.0,2013,Kd=0.21uM,6.68,True,True,True
4iuo,1.8,2013,Kd=0.23mM,6.64,True,True,True
4btk,2.0,2013,Kd=0.24uM,6.62,True,True,True
4gqp,2.0,2013,Kd=0.25nM,9.6,True,True,True
4iue,2.38,2013,Kd=0.28uM,6.55,True,True,True
4io2,1.37,2013,Kd=0.2uM,6.7,True,True,True
4b7p,1.7,2013,Kd=0.346nM,9.46,True,True,True
4n07,1.87,2013,Kd=0.35uM,6.46,True,True,True
4jfk,1.15,2013,Kd=0.36uM,6.44,True,True,True
3zll,2.0,2013,Kd=0.395uM,6.4,True,True,True
3w07,1.03,2013,Kd=0.42mM,6.38,True,True,True
4b33,1.5,2013,Kd=0.43mM,6.37,True,True,True
3v2p,1.87,2013,Kd=0.44uM,6.36,True,True,True
4b32,1.5,2013,Kd=0.46mM,6.34,True,True,True
3zk6,2.48,2013,Kd=0.46uM,6.34,True,True,True
3w9k,1.8,2013,Kd=0.48uM,6.32,True,True,True
3v2q,2.2,2013,Kd=0.51uM,6.29,True,True,True
4f0c,1.9,2013,Kd=0.54uM,6.27,True,True,True
3zlr,2.03,2013,Kd=0.55nM,9.26,True,True,True
4b2l,1.5,2013,Kd=0.57mM,6.24,True,True,True
4ddh,2.07,2013,Kd=0.5mM,6.3,True,True,True
4e1k,2.0,2013,Kd=0.5uM,6.3,True,True,True
4bqg,1.9,2013,Kd=0.60uM,6.22,True,True,True
4k6i,2.1,2013,Kd=0.629uM,6.2,True,True,True
4fht,2.15,2013,Kd=0.67uM,6.17,True,True,True
4f6u,2.1,2013,Kd=0.70uM,6.15,True,True,True
4b34,1.55,2013,Kd=0.73mM,6.14,True,True,True
4k4j,2.0,2013,Kd=0.752uM,6.12,True,True,True
4hp0,1.19,2013,Kd=0.76uM,6.12,True,True,True
4kao,2.39,2013,Kd=0.77uM,6.11,True,True,True
4de5,2.25,2013,Kd=0.7mM,6.15,True,True,True
4fzj,1.63,2013,Kd=0.7mM,6.15,True,True,True
4io3,1.66,2013,Kd=0.87uM,6.06,True,True,True
4l50,2.1,2013,Kd=0.88uM,6.06,True,True,True
3v2n,1.8,2013,Kd=0.8uM,6.1,True,True,True
4km0,1.3,2013,Kd=0.91uM,6.04,True,True,True
4g5f,2.33,2013,Kd=0.9mM,6.05,True,True,True
4kqp,0.95,2013,Kd=0.9uM,6.05,True,True,True
4az5,1.73,2013,Kd=1.02uM,5.99,True,True,True
4nkt,1.9,2013,Kd=1.08uM,5.97,True,True,True
4b2i,1.3,2013,Kd=1.0mM,6.0,True,True,True
4lkk,2.49,2013,Kd=1.20uM,5.92,True,True,True
4ef6,1.94,2013,Kd=1.2mM,5.92,True,True,True
4azc,2.09,2013,Kd=1.38uM,5.86,True,True,True
4jne,1.96,2013,Kd=1.38uM,5.86,True,True,True
4b35,1.4,2013,Kd=1.3mM,5.89,True,True,True
4km2,1.4,2013,Kd=1.43uM,5.84,True,True,True
4l4v,1.9,2013,Kd=1.65uM,5.78,True,True,True
4ezx,1.7,2013,Kd=1.6uM,5.8,True,True,True
4lps,2.0,2013,Kd=1.8uM,5.74,True,True,True
4br3,2.2,2013,Kd=1.9uM,5.72,True,True,True
4knm,1.9,2013,Kd=10.0nM,8.0,True,True,True
4bcs,1.8,2013,Kd=103nM,6.99,True,True,True
4i7l,1.52,2013,Kd=103uM,3.99,True,True,True
4att,1.25,2013,Kd=104.6nM,6.98,True,True,True
4ceb,1.75,2013,Kd=1080uM,2.97,True,True,True
4ht0,1.6,2013,Kd=10nM,8.0,True,True,True
4knj,2.0,2013,Kd=11.1nM,7.95,True,True,True
4bup,2.17,2013,Kd=11.2uM,4.95,True,True,True
4ido,2.09,2013,Kd=11.63uM,4.93,True,True,True
4bi6,1.45,2013,Kd=113.3uM,3.95,True,True,True
4mr3,1.68,2013,Kd=1142nM,5.94,True,True,True
4igt,1.24,2013,Kd=12.8nM,7.89,True,True,True
4ipj,2.15,2013,Kd=13.5uM,4.87,True,True,True
3w5n,1.8,2013,Kd=135uM,3.87,True,True,True
4i9u,2.5,2013,Kd=137uM,3.86,True,True,True
4hpi,1.19,2013,Kd=14.2uM,4.85,True,True,True
3vvy,1.63,2013,Kd=14.6uM,4.84,True,True,True
4k3h,2.45,2013,Kd=140nM,6.85,True,True,True
4kn1,2.3,2013,Kd=144nM,6.84,True,True,True
4ieh,2.1,2013,Kd=14nM,7.85,True,True,True
4j7e,1.63,2013,Kd=14uM,4.85,True,True,True
4io6,1.6,2013,Kd=15.1uM,4.82,True,True,True
4aq6,1.98,2013,Kd=15.8uM,4.8,True,True,True
4bks,2.2,2013,Kd=150uM,3.82,True,True,True
3vx3,2.1,2013,Kd=15nM,7.82,True,True,True
4kni,1.8,2013,Kd=16.7nM,7.78,True,True,True
4knn,1.4,2013,Kd=16.7nM,7.78,True,True,True
4ad6,1.85,2013,Kd=16.7uM,4.78,True,True,True
4j3l,2.09,2013,Kd=16nM,7.8,True,True,True
3vw2,2.34,2013,Kd=17.9uM,4.75,True,True,True
4kax,1.85,2013,Kd=17uM,4.77,True,True,True
4auj,1.53,2013,Kd=18.3nM,7.74,True,True,True
4ayu,1.5,2013,Kd=18.6uM,4.73,True,True,True
4fz3,2.1,2013,Kd=184.3uM,3.73,True,True,True
4f9y,1.85,2013,Kd=184nM,6.74,True,True,True
4j22,2.12,2013,Kd=18nM,7.74,True,True,True
4ih6,2.2,2013,Kd=18uM,4.74,True,True,True
4ljh,1.45,2013,Kd=19.4uM,4.71,True,True,True
4k0o,2.15,2013,Kd=1mM,6.0,True,True,True
4bb9,1.47,2013,Kd=1uM,6.0,True,True,True
4b3c,1.9,2013,Kd=2.1mM,5.68,True,True,True
4b3d,1.59,2013,Kd=2.1mM,5.68,True,True,True
4l4z,2.3,2013,Kd=2.1uM,5.68,True,True,True
3zi8,1.5,2013,Kd=2.2uM,5.66,True,True,True
4i8x,2.23,2013,Kd=2.3mM,5.64,True,True,True
4jx9,1.4,2013,Kd=2.4nM,8.62,True,True,True
4dzy,2.1,2013,Kd=2.4uM,5.62,True,True,True
4bqh,1.75,2013,Kd=2.58uM,5.59,True,True,True
4kmz,2.3,2013,Kd=2.7nM,8.57,True,True,True
4hj2,2.1,2013,Kd=2.95mM,5.53,True,True,True
4nxu,2.3,2013,Kd=2.9uM,5.54,True,True,True
4lar,2.38,2013,Kd=20.7uM,4.68,True,True,True
4j7d,1.25,2013,Kd=20uM,4.7,True,True,True
4j93,1.74,2013,Kd=20uM,4.7,True,True,True
4luz,1.9,2013,Kd=20uM,4.7,True,True,True
4del,1.58,2013,Kd=21.1nM,7.68,True,True,True
3vw1,2.21,2013,Kd=21.2uM,4.67,True,True,True
4nku,1.94,2013,Kd=21.3uM,4.67,True,True,True
4io7,1.92,2013,Kd=211uM,3.68,True,True,True
2ypo,2.0,2013,Kd=21uM,4.68,True,True,True
4io4,1.94,2013,Kd=24.5uM,4.61,True,True,True
4bkt,2.35,2013,Kd=240uM,3.62,True,True,True
4c6u,2.4,2013,Kd=25.6uM,4.59,True,True,True
4b3b,1.19,2013,Kd=250uM,3.6,True,True,True
4mr6,1.67,2013,Kd=251nM,6.6,True,True,True
4jal,2.0,2013,Kd=25uM,4.6,True,True,True
4bi7,1.6,2013,Kd=26.4uM,4.58,True,True,True
4ht2,1.45,2013,Kd=290nM,6.54,True,True,True
4hu1,1.95,2013,Kd=29nM,7.54,True,True,True
4k55,1.91,2013,Kd=3.06uM,5.51,True,True,True
4efk,1.7,2013,Kd=3.2mM,5.49,True,True,True
3zdv,1.41,2013,Kd=3.3uM,5.48,True,True,True
4jfm,1.02,2013,Kd=3.3uM,5.48,True,True,True
3zln,2.29,2013,Kd=3.4nM,8.47,True,True,True
4n7m,2.12,2013,Kd=3.4uM,5.47,True,True,True
4ddm,1.83,2013,Kd=3.5mM,5.46,True,True,True
4ksy,1.88,2013,Kd=3.79nM,8.42,True,True,True
4nxv,2.3,2013,Kd=3.8uM,5.42,True,True,True
4i7p,1.6,2013,Kd=317uM,3.5,True,True,True
4mme,2.5,2013,Kd=318nM,6.5,True,True,True
4avs,1.4,2013,Kd=322uM,3.49,True,True,True
4l6t,1.86,2013,Kd=32nM,7.49,True,True,True
4kp8,1.8,2013,Kd=3330nM,5.48,True,True,True
4azi,1.98,2013,Kd=35.56nM,7.45,True,True,True
4ge1,2.15,2013,Kd=370nM,6.43,True,True,True
4jpy,2.13,2013,Kd=37uM,4.43,True,True,True
4kcx,2.0,2013,Kd=37uM,4.43,True,True,True
3zm9,1.9,2013,Kd=38nM,7.42,True,True,True
4j21,1.93,2013,Kd=39nM,7.41,True,True,True
4ej8,2.35,2013,Kd=4.1uM,5.39,True,True,True
4jwk,1.87,2013,Kd=4.79nM,8.32,True,True,True
4ipi,1.75,2013,Kd=4.8uM,5.32,True,True,True
4ipn,2.41,2013,Kd=408.7uM,3.39,True,True,True
4kn0,2.1,2013,Kd=40nM,7.4,True,True,True
4hfp,2.4,2013,Kd=42nM,7.38,True,True,True
4gu9,2.4,2013,Kd=43uM,4.37,True,True,True
4gu6,1.95,2013,Kd=44nM,7.36,True,True,True
4nbn,1.75,2013,Kd=44uM,4.36,True,True,True
4ayq,1.1,2013,Kd=47nM,7.33,True,True,True
4i7j,1.67,2013,Kd=480uM,3.32,True,True,True
4kow,1.45,2013,Kd=49.3uM,4.31,True,True,True
4bj8,2.4,2013,Kd=5.13nM,8.29,True,True,True
4ddk,1.75,2013,Kd=5.1mM,5.29,True,True,True
4e70,1.61,2013,Kd=5.26uM,5.28,True,True,True
4idn,2.25,2013,Kd=5.77uM,5.24,True,True,True
4kfq,2.2,2013,Kd=5.86nM,8.23,True,True,True
4gue,1.8,2013,Kd=5.8uM,5.24,True,True,True
4ih7,2.3,2013,Kd=5.8uM,5.24,True,True,True
4azb,2.1,2013,Kd=57.69nM,7.24,True,True,True
4ezr,1.9,2013,Kd=6.3uM,5.2,True,True,True
4ezz,2.05,2013,Kd=6.4uM,5.19,True,True,True
4n5d,2.06,2013,Kd=607uM,3.22,True,True,True
4gny,1.64,2013,Kd=60uM,4.22,True,True,True
4nra,1.85,2013,Kd=65uM,4.19,True,True,True
4jkw,2.01,2013,Kd=69.9uM,4.16,True,True,True
4jpx,1.55,2013,Kd=7.0uM,5.15,True,True,True
4h85,2.1,2013,Kd=7.0uM,5.15,True,True,True
4ejl,2.44,2013,Kd=7.2uM,5.14,True,True,True
