pdb_id,resolution,year,binding_str,pK,has_protein,has_ligand,has_both
6gl8,1.4,2018,Kd=2.47nM,8.61,True,True,True
5yh8,2.12,2018,Kd=167.8nM,6.78,True,True,True
3ms9,1.8,2010,Kd=6uM,5.22,True,True,True
2ha3,2.25,2006,Kd=930uM,3.03,True,True,True
5d1r,2.0,2015,Kd=14.4uM,4.84,True,True,True
4zx1,1.5,2015,Ki=725nM,6.14,True,True,True
4pop,2.2,2014,Kd=7.44nM,8.13,True,True,True
4n5d,2.06,2013,Kd=607uM,3.22,True,True,True
5zw6,2.05,2018,Kd=10nM,8.0,True,True,True
1q72,1.7,2003,Kd=0.14uM,6.85,True,True,True
1kv1,2.5,2002,Kd=1.16uM,5.94,True,True,True
4axd,2.05,2012,Kd=37uM,4.43,True,True,True
2f8g,1.22,2006,Ki=2.0nM,8.7,True,True,True
4ieh,2.1,2013,Kd=14nM,7.85,True,True,True
3kdc,2.2,2010,Kd=0.52nM,9.28,True,True,True
4bup,2.17,2013,Kd=11.2uM,4.95,True,True,True
1b3l,2.0,1998,Kd=1300nM,5.89,True,True,True
6plf,1.7,2019,Ki=214nM,6.67,True,True,True
1nja,2.5,1996,Kd=0.49uM,6.31,True,True,True
2ydt,1.6,2011,Ki=3.0uM,5.52,True,True,True
2vuk,1.5,2008,Kd=125uM,3.9,True,True,True
5e2s,1.5,2016,Ki=0.98nM,9.01,True,True,True
4zt8,1.98,2015,Kd=41uM,4.39,True,True,True
4r06,2.22,2016,Kd=513nM,6.29,True,True,True
4u69,1.6,2015,Ki=54.8uM,4.26,True,True,True
3zsy,2.2,2012,Kd=595uM,3.23,True,True,True
3gst,1.9,1993,Ki=0.19uM,6.72,True,True,True
6ayr,1.95,2018,Ki=4.1nM,8.39,True,True,True
5t7s,1.9,2017,Kd=79uM,4.1,True,True,True
6mlp,1.49,2019,Kd=200uM,3.7,True,True,True
3pn4,1.9,2011,Ki=140nM,6.85,True,True,True
3uxd,1.8,2012,Ki=39.3uM,4.41,True,True,True
3nox,2.34,2010,Ki=2.2nM,8.66,True,True,True
1qan,2.4,2000,Ki=33uM,4.48,True,True,True
4x6n,2.1,2015,Ki=1.5nM,8.82,True,True,True
4rj8,2.5,2014,Ki=17nM,7.77,True,True,True
3gy3,1.7,2010,Kd=2.36uM,5.63,True,True,True
6g2l,1.48,2018,Ki=68nM,7.17,True,True,True
5nk9,1.59,2017,Kd=724nM,6.14,True,True,True
2nsj,2.31,2007,Kd=16.3uM,4.79,True,True,True
2bza,1.9,1999,Ki=1.58mM,5.8,True,True,True
5wcm,1.2,2017,Ki=100uM,4.0,True,True,True
6edr,2.4,2018,Ki=28.5uM,4.55,True,True,True
5nvv,2.1,2017,Kd=200nM,6.7,True,True,True
2xii,1.8,2010,Kd=63.3nM,7.2,True,True,True
1h6h,1.7,2001,Kd=5.0uM,5.3,True,True,True
4g8m,2.05,2012,Kd=12.8nM,7.89,True,True,True
5oa6,1.94,2018,Kd=3.10uM,5.51,True,True,True
3l4z,2.0,2010,Ki=0.19uM,6.72,True,True,True
4mo4,1.67,2014,Kd=0.06mM,7.22,True,True,True
5ovr,2.15,2017,Kd=27.2uM,4.57,True,True,True
2clk,1.5,2007,Kd=164uM,3.79,True,True,True
4loi,1.89,2013,Kd=0.17uM,6.77,True,True,True
4de2,1.4,2012,Ki=76.0uM,4.12,True,True,True
4avi,2.4,2012,Kd=23.6nM,7.63,True,True,True
3qtv,1.63,2012,Ki=22.5uM,4.65,True,True,True
2b4l,2.0,2006,Kd=17uM,4.77,True,True,True
4uac,1.6,2014,Kd=288nM,6.54,True,True,True
3n9s,1.85,2010,Kd=5.5uM,5.26,True,True,True
1n51,2.3,2003,Ki=14uM,4.85,True,True,True
1b5j,1.8,1999,Kd=37nM,7.43,True,True,True
3zq9,1.86,2011,Ki=0.95uM,6.02,True,True,True
2qm9,2.31,2007,Kd=17nM,7.77,True,True,True
4p6w,1.95,2014,Ki=0.7nM,9.15,True,True,True
1uwf,1.69,2005,Kd=0.15uM,6.82,True,True,True
5hwu,2.1,2016,Kd=5.35uM,5.27,True,True,True
6mla,1.58,2019,Kd=42uM,4.38,True,True,True
6eyb,1.9,2018,Kd=4.22uM,5.37,True,True,True
2qnq,2.3,2008,Ki=0.77uM,6.11,True,True,True
4hwp,1.81,2013,Ki=17.2nM,7.76,True,True,True
3s75,1.5,2011,Kd=150nM,6.82,True,True,True
3nsn,2.1,2010,Ki=65nM,7.19,True,True,True
4azc,2.09,2013,Kd=1.38uM,5.86,True,True,True
4k77,2.4,2013,Ki=235nM,6.63,True,True,True
1v2n,1.8,2004,Ki=1.25uM,5.9,True,True,True
1rbp,2.0,1991,Kd=0.19uM,6.72,True,True,True
2b1i,2.02,2006,Ki=0.15uM,6.82,True,True,True
1pkx,1.9,2004,Ki=0.12uM,6.92,True,True,True
5hvt,1.75,2016,Kd=0.055uM,7.26,True,True,True
1yds,2.2,1997,Ki=1.2uM,5.92,True,True,True
5orw,2.0,2017,Kd=796uM,3.1,True,True,True
5f0f,1.76,2016,Kd=1uM,6.0,True,True,True
4lm2,1.55,2014,Ki=940uM,3.03,True,True,True
5aqz,1.65,2016,Kd=3.3uM,5.48,True,True,True
4qfo,2.3,2015,Kd=53.4uM,4.27,True,True,True
5nlk,1.8,2018,Kd=0.035uM,7.46,True,True,True
5vb5,2.23,2017,Kd=0.35uM,6.46,True,True,True
4ew3,1.7,2013,Ki=0.18uM,6.74,True,True,True
6b5q,2.16,2018,Kd=5.7nM,8.24,True,True,True
2v2h,1.18,2008,Ki=0.17mM,6.77,True,True,True
2qzr,1.95,2007,Ki=55nM,7.26,True,True,True
4abb,1.25,2012,Kd=31uM,4.51,True,True,True
4b76,2.14,2012,Kd=29uM,4.54,True,True,True
5amg,1.55,2015,Ki=6.0nM,8.22,True,True,True
5eh8,1.38,2016,Kd=791uM,3.1,True,True,True
6s56,2.01,2019,Kd=8uM,5.1,True,True,True
3ouj,2.3,2010,Kd=900nM,6.05,True,True,True
5cso,1.78,2015,Kd=940nM,6.03,True,True,True
4or4,2.21,2015,Kd=26.8uM,4.57,True,True,True
2f80,1.45,2006,Ki=6.6nM,8.18,True,True,True
1f8d,1.4,2001,Ki=400uM,3.4,True,True,True
6got,1.56,2018,Ki=0.4nM,9.4,True,True,True
1b6h,1.8,1998,Kd=0.015uM,7.82,True,True,True
1ndy,2.0,2003,Ki=680nM,6.17,True,True,True
2avs,1.1,2006,Ki=27.0nM,7.57,True,True,True
4ly1,1.57,2013,Kd=0.0552uM,7.26,True,True,True
2oxy,1.81,2007,Ki=0.30uM,6.52,True,True,True
3t09,1.75,2012,Ki=0.16mM,6.8,True,True,True
4yrd,2.44,2015,Kd=27uM,4.57,True,True,True
2qrk,1.75,2007,Ki=55uM,4.26,True,True,True
6eol,1.5,2018,Kd=0.037uM,7.43,True,True,True
6gon,1.65,2018,Kd=2.16uM,5.67,True,True,True
6bs4,2.5,2019,Kd=2.8uM,5.55,True,True,True
4jsa,1.5,2013,Ki=11uM,4.96,True,True,True
3sk2,1.01,2011,Kd=244uM,3.61,True,True,True
2rk8,2.0,2008,Ki=230uM,3.64,True,True,True
5u28,1.8,2017,Kd=67nM,7.17,True,True,True
1v2r,1.7,2004,Ki=278.96uM,3.55,True,True,True
1bxq,1.41,1998,Ki=42nM,7.38,True,True,True
4q7v,1.6,2015,Ki=260uM,3.59,True,True,True
5eis,1.6,2016,Kd=1.8uM,5.74,True,True,True
1hbv,2.3,1995,Ki=430nM,6.37,True,True,True
5nka,1.38,2017,Kd=3.5uM,5.46,True,True,True
1zs0,1.56,2006,Ki=700nM,6.15,True,True,True
3c2o,2.3,2008,Kd=0.45mM,6.35,True,True,True
4j45,1.48,2013,Ki=1.7uM,5.77,True,True,True
4jfk,1.15,2013,Kd=0.36uM,6.44,True,True,True
6dsp,1.37,2019,Kd=0.81uM,6.09,True,True,True
6nsv,1.31,2019,Kd=15.8nM,7.8,True,True,True
4kzq,2.25,2013,Kd=788nM,6.1,True,True,True
3zlr,2.03,2013,Kd=0.55nM,9.26,True,True,True
3elc,2.5,2009,Kd=2.02mM,5.69,True,True,True
3wz7,1.9,2015,Ki=1.8uM,5.74,True,True,True
6dil,1.48,2018,Ki=7.6nM,8.12,True,True,True
4o09,1.96,2014,Ki=20nM,7.7,True,True,True
1kui,1.5,2002,Ki=0.169mM,6.77,True,True,True
6hoq,1.55,2019,Ki=0.41uM,6.39,True,True,True
6c9s,2.23,2019,Ki=48nM,7.32,True,True,True
5ey4,1.86,2016,Kd=750uM,3.12,True,True,True
4eor,2.2,2013,Ki=500nM,6.3,True,True,True
1ec2,2.0,2002,Ki=0.10nM,10.0,True,True,True
4fht,2.15,2013,Kd=0.67uM,6.17,True,True,True
4gu6,1.95,2013,Kd=44nM,7.36,True,True,True
5hcv,2.5,2016,Ki=2nM,8.7,True,True,True
5upz,1.27,2017,Ki=0.63nM,9.2,True,True,True
2xht,2.27,2010,Kd=1.1uM,5.96,True,True,True
5txy,1.21,2017,Kd=3.5uM,5.46,True,True,True
3ozg,1.99,2011,Ki=0.65nM,9.19,True,True,True
2vqt,2.1,2008,Ki=1.0uM,6.0,True,True,True
6dyz,1.62,2019,Kd=0.63nM,9.2,True,True,True
2bmk,2.3,2006,Kd=2.4uM,5.62,True,True,True
6u8b,1.26,2019,Kd=0.431uM,6.37,True,True,True
1nw5,2.05,2003,Kd=6.1uM,5.21,True,True,True
4n8q,2.08,2014,Ki=380uM,3.42,True,True,True
1mq5,2.1,2003,Ki=1nM,9.0,True,True,True
6dgl,1.95,2019,Kd=3.05uM,5.52,True,True,True
2x95,1.96,2010,Ki=11.3uM,4.95,True,True,True
4ivb,1.9,2013,Ki=1.9nM,8.72,True,True,True
5g5f,2.3,2017,Kd=5.2uM,5.28,True,True,True
1gfy,2.13,2000,Ki=8.32uM,5.08,True,True,True
4eoh,2.1,2012,Ki=50uM,4.3,True,True,True
3isj,2.2,2009,Kd=210uM,3.68,True,True,True
4cu7,2.2,2014,Kd=26nM,7.59,True,True,True
1fzq,1.7,2000,Kd=24nM,7.62,True,True,True
3ipq,2.0,2010,Ki=27nM,7.57,True,True,True
1fpc,2.3,1995,Ki=0.1uM,7.0,True,True,True
2vnt,2.2,2008,Ki=9.9nM,8.0,True,True,True
3kr4,2.0,2010,Ki=25nM,7.6,True,True,True
4o2p,2.1,2015,Ki=0.20uM,6.7,True,True,True
3b4p,1.7,2008,Kd=4.0uM,5.4,True,True,True
3f68,1.75,2009,Ki=8.7uM,5.06,True,True,True
1g7g,2.2,2001,Ki=0.25uM,6.6,True,True,True
3nq3,1.9,2010,Kd=167uM,3.78,True,True,True
5ldp,1.8,2017,Kd=67uM,4.17,True,True,True
4rlw,2.2,2015,Kd=13.4uM,4.87,True,True,True
3o5n,1.83,2011,Ki=17.2uM,4.76,True,True,True
4l50,2.1,2013,Kd=0.88uM,6.06,True,True,True
4a6l,2.05,2012,Ki=10nM,8.0,True,True,True
5l2s,2.27,2016,Kd=83nM,7.08,True,True,True
3p4v,2.0,2011,Ki=8uM,5.1,True,True,True
6s4n,1.9,2019,Ki=162nM,6.79,True,True,True
5otz,1.46,2018,Kd=6.5uM,5.19,True,True,True
4kz4,1.42,2014,Ki=0.07mM,7.15,True,True,True
1oyq,1.9,2003,Ki=110nM,6.96,True,True,True
3bra,2.3,2008,Kd=2000uM,2.7,True,True,True
6fba,2.0,2018,Kd=19.9uM,4.7,True,True,True
3rtf,1.7,2011,Ki=45nM,7.35,True,True,True
5lud,1.25,2017,Kd=248uM,3.61,True,True,True
1ik4,2.0,2001,Ki=39nM,7.41,True,True,True
1qbo,1.8,2000,Ki=18nM,7.74,True,True,True
1k9s,2.0,2001,Ki=0.30uM,6.52,True,True,True
3s8n,1.71,2011,Kd=0.62uM,6.21,True,True,True
1g35,1.8,2001,Ki=7.3nM,8.14,True,True,True
6jbb,1.95,2019,Kd=1.03uM,5.99,True,True,True
3ozj,2.1,2011,Kd=7.7uM,5.11,True,True,True
3buf,2.3,2008,Kd=800uM,3.1,True,True,True
2a5b,2.49,2006,Kd=117uM,3.93,True,True,True
4k7n,2.3,2014,Kd=330uM,3.48,True,True,True
6dzx,1.68,2019,Kd=3.5uM,5.46,True,True,True
5l3a,1.98,2016,Kd=13uM,4.89,True,True,True
6d55,1.68,2018,Kd=0.044uM,7.36,True,True,True
5eh7,1.43,2016,Kd=330uM,3.48,True,True,True
3wz8,1.45,2015,Ki=1.5uM,5.82,True,True,True
3uug,1.75,2012,Kd=0.031mM,7.51,True,True,True
6dj1,1.26,2018,Ki=0.031nM,10.51,True,True,True
4umb,2.17,2014,Ki=99uM,4.0,True,True,True
1bzc,2.35,1999,Ki=12uM,4.92,True,True,True
6no9,1.71,2019,Ki=0.03nM,10.52,True,True,True
5g4n,1.35,2016,Kd=101uM,4.0,True,True,True
4nxv,2.3,2013,Kd=3.8uM,5.42,True,True,True
2vvu,2.3,2009,Ki=8nM,8.1,True,True,True
2qnn,1.48,2008,Ki=0.07uM,7.15,True,True,True
3uxk,2.2,2012,Ki=11.7uM,4.93,True,True,True
2glp,2.42,2007,Ki=9.7uM,5.01,True,True,True
1vzq,1.54,2005,Ki=36nM,7.44,True,True,True
1pz5,1.8,2003,Kd=4uM,5.4,True,True,True
5lvl,1.4,2016,Kd=1.25uM,5.9,True,True,True
1z9g,1.7,2005,Ki=2.3uM,5.64,True,True,True
5uoo,1.69,2017,Ki=1.4nM,8.85,True,True,True
1met,1.9,1998,Ki=0.4nM,9.4,True,True,True
3ebl,1.9,2008,Kd=0.5uM,6.3,True,True,True
6qi4,1.78,2019,Kd=43uM,4.37,True,True,True
4f09,2.4,2012,Ki=200nM,6.7,True,True,True
1b6l,1.75,2000,Ki=5nM,8.3,True,True,True
4i7j,1.67,2013,Kd=480uM,3.32,True,True,True
3si3,1.55,2012,Ki=69.3uM,4.16,True,True,True
5eng,1.3,2016,Kd=1.4uM,5.85,True,True,True
1o5g,1.75,2004,Ki=11uM,4.96,True,True,True
4zwx,1.7,2015,Ki=2nM,8.7,True,True,True
4og4,1.45,2014,Kd=952nM,6.02,True,True,True
4b5t,1.92,2012,Kd=0.47mM,6.33,True,True,True
6fo5,0.95,2018,Kd=0.19uM,6.72,True,True,True
5o07,1.8,2017,Ki=33.8nM,7.47,True,True,True
3cf8,2.4,2008,Ki=12.7uM,4.9,True,True,True
2jiw,1.95,2007,Ki=26uM,4.59,True,True,True
3hzv,1.9,2010,Kd=0.3uM,6.52,True,True,True
3g2z,1.5,2009,Ki=4.4mM,5.36,True,True,True
4zip,1.11,2015,Ki=0.21nM,9.68,True,True,True
6gla,1.92,2018,Kd=27nM,7.57,True,True,True
1owe,1.6,2003,Ki=631nM,6.2,True,True,True
4c52,2.05,2014,Kd=2.1uM,5.68,True,True,True
4trc,2.4,2014,Kd=30uM,4.52,True,True,True
5nvx,2.2,2017,Kd=90nM,7.05,True,True,True
6oqc,1.8,2019,Ki=0.04nM,10.4,True,True,True
4r76,2.5,2014,Ki=14nM,7.85,True,True,True
6ekq,1.65,2018,Kd=3.5uM,5.46,True,True,True
5n1r,1.3,2017,Ki=11.1nM,7.95,True,True,True
5u4b,1.45,2017,Kd=1.8uM,5.74,True,True,True
4r5b,1.5,2014,Ki=185nM,6.73,True,True,True
2flr,2.35,2007,Ki=0.8uM,6.1,True,True,True
3mxe,1.85,2010,Ki=0.097nM,10.01,True,True,True
4ql1,1.5,2014,Kd=93nM,7.03,True,True,True
2vwl,1.8,2009,Ki=95nM,7.02,True,True,True
3hll,1.95,2009,Ki=5.8nM,8.24,True,True,True
4fk6,2.2,2012,Ki=0.2nM,9.7,True,True,True
2gh9,1.95,2007,Kd=1uM,6.0,True,True,True
3up2,2.3,2012,Kd=40nM,7.4,True,True,True
2e91,2.14,2007,Ki=0.26uM,6.59,True,True,True
3aho,1.88,2010,Ki=88.9nM,7.05,True,True,True
2pvu,1.79,2008,Kd=0.49uM,6.31,True,True,True
4umc,2.34,2014,Ki=360uM,3.44,True,True,True
4ts1,2.5,1989,Kd=11.6uM,4.94,True,True,True
5ne5,1.05,2017,Kd=39nM,7.41,True,True,True
4rdn,2.1,2014,Kd=1.2uM,5.92,True,True,True
6jdl,2.25,2019,Kd=13uM,4.89,True,True,True
3r6u,1.61,2011,Kd=30.5uM,4.52,True,True,True
4nue,1.3,2014,Ki=0.15uM,6.82,True,True,True
3n2p,1.65,2011,Ki=15nM,7.82,True,True,True
3ljg,1.31,2010,Ki=18.6nM,7.73,True,True,True
6g3a,1.43,2018,Kd=4.2nM,8.38,True,True,True
1fh8,1.95,2000,Ki=0.13uM,6.89,True,True,True
5mwp,1.82,2018,Ki=31.6nM,7.5,True,True,True
4rwj,2.49,2015,Kd=2nM,8.7,True,True,True
5qay,1.7,2018,Kd=590uM,3.23,True,True,True
5xvg,2.1,2018,Ki=0.009uM,8.05,True,True,True
6epz,1.8,2018,Kd=0.072uM,7.14,True,True,True
1bty,1.5,1995,Ki=18.4uM,4.74,True,True,True
3hl5,1.8,2009,Ki=34uM,4.47,True,True,True
4xu3,2.24,2015,Kd=0.315nM,9.5,True,True,True
4xir,1.7,2015,Ki=115nM,6.94,True,True,True
5ov8,1.8,2018,Kd=18uM,4.74,True,True,True
5exw,1.9,2016,Kd=150nM,6.82,True,True,True
2xb7,2.5,2010,Ki=0.65nM,9.19,True,True,True
6ajz,1.3,2019,Kd=46uM,4.34,True,True,True
1qb6,1.8,2000,Ki=870nM,6.06,True,True,True
4cu8,2.5,2014,Ki=33.9uM,4.47,True,True,True
1dy4,1.9,2000,Ki=44uM,4.36,True,True,True
5ult,1.53,2017,Ki=0.014nM,10.85,True,True,True
5tmp,1.98,1998,Kd=34nM,7.47,True,True,True
3g0i,2.1,2009,Ki=250uM,3.6,True,True,True
1n1m,2.5,2002,Ki=2uM,5.7,True,True,True
2isw,1.75,2006,Ki=37nM,7.43,True,True,True
5jhb,2.48,2017,Kd=873nM,6.06,True,True,True
4mr3,1.68,2013,Kd=1142nM,5.94,True,True,True
1ttm,1.95,2004,Kd=45nM,7.35,True,True,True
3dx1,1.21,2009,Ki=265uM,3.58,True,True,True
1elr,1.9,2000,Kd=11uM,4.96,True,True,True
4o0a,1.2,2014,Kd=0.19uM,6.72,True,True,True
6o0p,1.8,2019,Ki=0.11nM,9.96,True,True,True
2oi0,2.0,2007,Ki=28nM,7.55,True,True,True
1h46,1.52,2003,Ki=270uM,3.57,True,True,True
2ptz,1.65,2007,Ki=15nM,7.82,True,True,True
6g2s,2.2,2019,Kd=4.01nM,8.4,True,True,True
2j27,1.15,2007,Ki=0.3mM,6.52,True,True,True
3s2v,2.5,2011,Ki=157nM,6.8,True,True,True
4q6e,1.12,2014,Kd=0.667uM,6.18,True,True,True
6ooy,2.5,2019,Kd=22uM,4.66,True,True,True
4xoe,2.4,2016,Kd=9.9uM,5.0,True,True,True
2jew,1.4,2007,Ki=206nM,6.69,True,True,True
2f7i,1.6,2005,Kd=80nM,7.1,True,True,True
6g39,1.45,2018,Kd=4.6nM,8.34,True,True,True
4kyh,2.5,2013,Ki=1.2uM,5.92,True,True,True
5kr0,1.8,2016,Ki=0.71nM,9.15,True,True,True
4zgk,2.0,2016,Kd=3.1uM,5.51,True,True,True
5f1r,2.25,2016,Kd=1uM,6.0,True,True,True
1fzm,1.8,2001,Kd=20nM,7.7,True,True,True
6mku,1.73,2019,Kd=70nM,7.15,True,True,True
2r2w,2.01,2007,Ki=34uM,4.47,True,True,True
3g5k,1.7,2009,Ki=0.3nM,9.52,True,True,True
2fmb,1.8,1999,Ki=2nM,8.7,True,True,True
1k1n,2.0,2001,Kd=153nM,6.82,True,True,True
5e2k,1.4,2016,Ki=9.3nM,8.03,True,True,True
4a6c,1.5,2012,Ki=12nM,7.92,True,True,True
4ymx,1.48,2015,Kd=79nM,7.1,True,True,True
3gy4,1.55,2010,Kd=8uM,5.1,True,True,True
4ad6,1.85,2013,Kd=16.7uM,4.78,True,True,True
1o2j,1.65,2003,Ki=0.12uM,6.92,True,True,True
6hpw,1.9,2018,Kd=807nM,6.09,True,True,True
2clh,1.7,2007,Kd=87.6uM,4.06,True,True,True
5ohy,1.77,2018,Kd=6.8uM,5.17,True,True,True
3jup,1.9,2009,Kd=2.63uM,5.58,True,True,True
5d3t,1.93,2016,Kd=12uM,4.92,True,True,True
4ahr,1.9,2012,Kd=6.5mM,5.19,True,True,True
5cp9,1.9,2015,Kd=0.31mM,6.51,True,True,True
3ibn,2.2,2009,Ki=24.5nM,7.61,True,True,True
3tfn,2.07,2012,Ki=0.27uM,6.57,True,True,True
4m0f,2.3,2013,Ki=1.7nM,8.77,True,True,True
1w5y,1.9,2004,Ki=3.3nM,8.48,True,True,True
2yfx,1.7,2011,Ki=8.2nM,8.09,True,True,True
2v58,2.1,2009,Kd=0.82nM,9.09,True,True,True
1o1s,2.3,2003,Ki=49nM,7.31,True,True,True
6t1m,1.85,2019,Kd=6.1uM,5.21,True,True,True
6eq2,1.8,2018,Kd=1.3uM,5.89,True,True,True
2vb8,1.52,2007,Kd=25uM,4.6,True,True,True
6ge7,2.3,2018,Kd=0.867uM,6.06,True,True,True
4e7r,2.25,2012,Ki=0.02uM,7.7,True,True,True
4qgd,1.8,2014,Kd=37nM,7.43,True,True,True
6qr3,1.61,2019,Kd=0.36uM,6.44,True,True,True
5fs5,1.42,2016,Kd=206.4nM,6.69,True,True,True
4rux,1.14,2015,Ki=12nM,7.92,True,True,True
4ufj,2.2,2015,Ki=52uM,4.28,True,True,True
6eln,1.6,2018,Kd=900nM,6.05,True,True,True
3hb4,2.21,2009,Ki=0.9nM,9.05,True,True,True
2qi3,1.95,2008,Ki=0.063nM,10.2,True,True,True
1u33,1.95,2004,Ki=25uM,4.6,True,True,True
4zls,1.53,2015,Ki=0.82nM,9.09,True,True,True
3tao,1.45,2011,Kd=7.28uM,5.14,True,True,True
6pg5,1.99,2019,Kd=11uM,4.96,True,True,True
4az5,1.73,2013,Kd=1.02uM,5.99,True,True,True
6n3w,1.75,2019,Kd=1.56uM,5.81,True,True,True
2qtt,1.93,2008,Ki=48uM,4.32,True,True,True
2ctc,1.4,1994,Ki=0.13mM,6.89,True,True,True
2tmn,1.6,1989,Ki=1.3uM,5.89,True,True,True
4c6u,2.4,2013,Kd=25.6uM,4.59,True,True,True
6gzm,1.59,2018,Kd=5.5nM,8.26,True,True,True
4lm1,1.6,2014,Ki=590uM,3.23,True,True,True
4gzt,2.19,2012,Ki=17.0nM,7.77,True,True,True
1gnm,2.3,1996,Ki=560nM,6.25,True,True,True
5kcb,2.1,2016,Kd=0.99uM,6.0,True,True,True
3dbu,1.7,2009,Ki=8.8nM,8.06,True,True,True
2qtg,1.84,2008,Ki=8.3uM,5.08,True,True,True
3h1x,1.4,2009,Kd=1.3uM,5.89,True,True,True
2afw,1.56,2005,Ki=17uM,4.77,True,True,True
3oy8,2.19,2010,Kd=220uM,3.66,True,True,True
5fl5,2.05,2015,Ki=6.4nM,8.19,True,True,True
1yc1,1.7,2005,Kd=680nM,6.17,True,True,True
2q8z,1.8,2008,Ki=2.1uM,5.68,True,True,True
5fl4,1.82,2015,Ki=101nM,7.0,True,True,True
4b5d,2.2,2012,Ki=12.8nM,7.89,True,True,True
2fu8,1.8,2007,Ki=20uM,4.7,True,True,True
2i2c,1.85,2007,Ki=0.02mM,7.7,True,True,True
4pf5,2.04,2014,Kd=3.3uM,5.48,True,True,True
3k97,1.95,2010,Ki=10nM,8.0,True,True,True
1oif,2.12,2003,Kd=19nM,7.72,True,True,True
2hoc,2.1,2006,Ki=0.3nM,9.52,True,True,True
4l4v,1.9,2013,Kd=1.65uM,5.78,True,True,True
6qas,1.75,2019,Kd=18.1nM,7.74,True,True,True
3fjg,2.2,2009,Kd=187uM,3.73,True,True,True
1ogx,2.0,2003,Kd=0.81uM,6.09,True,True,True
6mh7,1.74,2019,Kd=1.8uM,5.74,True,True,True
8a3h,0.97,2000,Ki=88uM,4.06,True,True,True
6d19,1.45,2019,Ki=0.246uM,6.61,True,True,True
5k0h,2.2,2016,Ki=0.081uM,7.09,True,True,True
2qhy,1.85,2008,Ki=33nM,7.48,True,True,True
5oku,2.07,2017,Kd=0.55uM,6.26,True,True,True
3c79,2.48,2008,Kd=63nM,7.2,True,True,True
5cap,2.4,2015,Ki=52nM,7.28,True,True,True
1zoe,1.77,2005,Ki=40nM,7.4,True,True,True
2xc4,1.67,2010,Ki=9nM,8.05,True,True,True
1j36,2.4,2003,Ki=18nM,7.74,True,True,True
4qac,2.1,2014,Kd=0.4nM,9.4,True,True,True
5i7x,1.18,2016,Kd=53nM,7.28,True,True,True
1uho,2.5,2004,Kd=0.6nM,9.22,True,True,True
6ndl,2.0,2019,Ki=0.065uM,7.19,True,True,True
5h5f,1.7,2017,Kd=37.2uM,4.43,True,True,True
6e7j,1.3,2018,Ki=0.33nM,9.48,True,True,True
5nki,1.68,2017,Kd=19nM,7.72,True,True,True
5var,1.83,2018,Kd=81.7uM,4.09,True,True,True
3igp,1.65,2010,Ki=94.5nM,7.02,True,True,True
6qlr,0.97,2019,Kd=15uM,4.82,True,True,True
3p8o,2.3,2011,Ki=1.89nM,8.72,True,True,True
4gqr,1.2,2012,Ki=110uM,3.96,True,True,True
3n2v,1.55,2010,Ki=31nM,7.51,True,True,True
2cht,2.2,1994,Ki=3uM,5.52,True,True,True
6ne5,1.85,2019,Ki=0.03nM,10.52,True,True,True
5vr8,2.0,2017,Kd=0.135uM,6.87,True,True,True
1fm9,2.1,2001,Ki=1nM,9.0,True,True,True
5zdb,1.97,2019,Kd=1.78uM,5.75,True,True,True
1z1h,1.85,2005,Ki=4nM,8.4,True,True,True
3lmk,2.44,2010,Ki=1.16uM,5.94,True,True,True
3d9z,1.65,2009,Ki=2.0nM,8.7,True,True,True
3dnd,2.26,2009,Ki=16uM,4.8,True,True,True
4o3f,2.11,2014,Kd=2.78uM,5.56,True,True,True
3uw5,1.71,2012,Ki=0.014uM,7.85,True,True,True
3e92,2.0,2008,Ki=10nM,8.0,True,True,True
1g45,1.83,2000,Kd=2.3nM,8.64,True,True,True
3b3s,1.18,2007,Ki=2800uM,2.55,True,True,True
1nhz,2.3,2003,Ki=0.84uM,6.08,True,True,True
6hh3,1.82,2018,Ki=0.58uM,6.24,True,True,True
5jy3,2.4,2016,Ki=12nM,7.92,True,True,True
3gk1,2.1,2009,Kd=80uM,4.1,True,True,True
6fyz,2.15,2018,Kd=0.039uM,7.41,True,True,True
1mrw,2.0,2003,Kd=0.2nM,9.7,True,True,True
3pd8,2.48,2010,Ki=348nM,6.46,True,True,True
4ai5,2.22,2012,Kd=1.2mM,5.92,True,True,True
6o5g,1.89,2019,Kd=2uM,5.7,True,True,True
6cdj,1.13,2018,Ki=0.002nM,11.7,True,True,True
3tmk,2.0,1999,Kd=135nM,6.87,True,True,True
1xd0,2.0,2004,Ki=0.075uM,7.12,True,True,True
3tcg,2.0,2011,Kd=1.36uM,5.87,True,True,True
2r43,1.58,2008,Ki=1uM,6.0,True,True,True
2wn9,1.75,2009,Kd=3.0nM,8.52,True,True,True
3d4y,1.52,2008,Ki=2uM,5.7,True,True,True
4k5p,1.85,2013,Ki=345uM,3.46,True,True,True
2yz3,2.3,2008,Ki=220nM,6.66,True,True,True
4lar,2.38,2013,Kd=20.7uM,4.68,True,True,True
6i62,1.65,2019,Kd=157.5nM,6.8,True,True,True
6udi,1.94,2019,Ki=0.10nM,10.0,True,True,True
1gai,1.7,1996,Ki=10nM,8.0,True,True,True
3s0e,1.6,2011,Kd=0.28uM,6.55,True,True,True
2oiq,2.07,2007,Kd=10uM,5.0,True,True,True
3l4y,1.8,2010,Ki=0.10uM,7.0,True,True,True
